Reference Code,year,time pulled,Type,Journal,authors,article,type of analysis,original sample size,mention outliers,peopleor data points,take out or leave in,run with or without,outlier description,reason code,final sample size,number outliers,difference between analyses with and without,report results on if did both,Basics,ANOVA,Regression,ChiSquare,Nonparametric,Modeling,BayesOther,Double Checked
@Piff2012,2012,2012,Social,Journal of Personality and Social Psychology,"Piff, et al.","Class, Chaos, and the Construction of Community","t-test, regression",135,no,,,,,,135,0,,,1,0,1,0,0,0,0,
@Piff2012,2012,2012,Social,Journal of Personality and Social Psychology,"Piff, et al.","Class, Chaos, and the Construction of Community","t-test, regression",115,no,,,,,,115,0,,,1,0,1,0,0,0,0,
@Rattan2012,2012,2012,Social,Journal of Personality and Social Psychology,"Rattan, et al.",Can Everyone Become Highly Intelligent? Cultural Differences in and Societal Consequences of Beliefs About the Universal Potential for Intelligence,"ANCOVA, correlation",100,no,,,,,,100,0,,,1,1,0,0,0,0,0,
@Rattan2012,2012,2012,Social,Journal of Personality and Social Psychology,"Rattan, et al.",Can Everyone Become Highly Intelligent? Cultural Differences in and Societal Consequences of Beliefs About the Universal Potential for Intelligence,"ANCOVA, correlation",130,no,,,,,,130,0,,,1,1,0,0,0,0,0,
@Rattan2012,2012,2012,Social,Journal of Personality and Social Psychology,"Rattan, et al.",Can Everyone Become Highly Intelligent? Cultural Differences in and Societal Consequences of Beliefs About the Universal Potential for Intelligence,"ANCOVA, correlation",53,no,,,,,,53,0,,,1,1,0,0,0,0,0,
@Rattan2012,2012,2012,Social,Journal of Personality and Social Psychology,"Rattan, et al.",Can Everyone Become Highly Intelligent? Cultural Differences in and Societal Consequences of Beliefs About the Universal Potential for Intelligence,"anova, regression, Independent-samples t tests",148,no,,,,,,148,0,,,1,1,1,0,0,0,0,
@Rattan2012,2012,2012,Social,Journal of Personality and Social Psychology,"Rattan, et al.",Can Everyone Become Highly Intelligent? Cultural Differences in and Societal Consequences of Beliefs About the Universal Potential for Intelligence,"chi-square, z-score, t-test",92,no,,,,,,92,0,,,1,0,0,1,0,0,0,
@Rattan2012,2012,2012,Social,Journal of Personality and Social Psychology,"Rattan, et al.",Can Everyone Become Highly Intelligent? Cultural Differences in and Societal Consequences of Beliefs About the Universal Potential for Intelligence,"t-test, regression",243,no,,,,,,243,0,,,1,0,1,0,0,0,0,
@Schwartz,2012,2012,Social,Journal of Personality and Social Psychology,"Schwartz, et al.",Refining the Theory of Basic Individual Values,"Regression, correlation",6059,no,,,,,,6059,0,,,1,0,1,0,0,0,0,
@Tadmor2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tadmor, et al.",Multicultural Experiences Reduce Intergroup Bias Through Epistemic Unfreezing,"ANCOVA, ANOVA, z score, regression",86,no,,,,,,86,0,,,1,1,1,0,0,0,0,
@Tadmor2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tadmor, et al.",Multicultural Experiences Reduce Intergroup Bias Through Epistemic Unfreezing,ANOVA,87,no,,,,,,87,0,,,0,1,0,0,0,0,0,
@Tadmor2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tadmor, et al.",Multicultural Experiences Reduce Intergroup Bias Through Epistemic Unfreezing,"ANOVA, chi-square",79,no,,,,,,79,0,,,0,1,0,1,0,0,0,
@Tadmor2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tadmor, et al.",Multicultural Experiences Reduce Intergroup Bias Through Epistemic Unfreezing,regresion,69,no,,,,,,69,0,,,0,0,1,0,0,0,0,
@Tadmor2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tadmor, et al.",Multicultural Experiences Reduce Intergroup Bias Through Epistemic Unfreezing,"regression, z score",89,no,,,,,,89,0,,,1,0,1,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,ANOVA,92,no,,,,,,92,0,,,0,1,0,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,ANOVA,1037091,no,,,,,,1037091,0,,,0,1,0,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,ANOVA,160,no,,,,,,160,0,,,0,1,0,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,ANOVA,70,no,,,,,,70,0,,,0,1,0,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,ANOVA,84,no,,,,,,84,0,,,0,1,0,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,t-test,75,no,,,,,,75,0,,,1,0,0,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,t-test,84,no,,,,,,84,0,,,1,0,0,0,0,0,0,
@Tormala2012,2012,2012,Social,Journal of Personality and Social Psychology,"Tormala, et al.",The Preference for Potential,"t-test, ANOVA",77,no,,,,,,77,0,,,1,1,0,0,0,0,0,
@Woodcock,2012,2012,Social,Journal of Personality and Social Psychology,Woodcock,The Consequences of Chronic Stereotype Threat: Domain Disidentification and Abandonment,"t-test, Regression",1420,no,,,,,,1420,0,,,1,0,1,0,0,0,0,
@Aelterman2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Aelterman, et al.","Students? Objectively Measured PhysicalActivity Levels and Engagement as aFunction of Between-Class and Between-Student Differences in MotivationToward Physical Education",regression,739,no,,,,,,739,0,,,0,0,1,0,0,0,0,
@Arthur2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Arthur, et al.","The Role of Athlete Narcissism inModerating the Relationship BetweenCoaches? Transformational LeaderBehaviors and Athlete Motivation","t test, correlation, variance",209,no,,,,,,209,0,,,1,0,0,0,0,0,0,
@Bartholomew2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Bartholomew, et al.","Psychological Need Thwarting in the SportContext: Assessing the Darker Sideof Athletic Experience","reliability coeffiecient, correlation",289,no,,,,,,289,0,,,1,0,0,0,0,0,0,
@Bartholomew2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Bartholomew, et al.","Psychological Need Thwarting in the SportContext: Assessing the Darker Sideof Athletic Experience",descriptives,23,no,,,,,,23,0,,,1,0,0,0,0,0,0,
@Bartholomew2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Bartholomew, et al.","Psychological Need Thwarting in the SportContext: Assessing the Darker Sideof Athletic Experience",CFA,321,no,,,,,,321,0,,,0,0,0,0,0,1,0,
@Boucard2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Boucard, et al.","Impact of Physical Activity on ExecutiveFunctions in Aging: A Selective Effecton Inhibition Among Old Adults","hierarchical regression, ANCOVA",123,no,,,,,,123,0,,,0,1,1,0,0,0,0,
@Brunet2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Brunet, et al.","Self-Presentation and Physical Activityin Breast Cancer Survivors:The Moderating Effectof Social Cognitive Constructs",hierarchical multivariate linear regression,169,no,,,,,,169,0,,,0,0,1,0,0,0,0,
@Chan2012a,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Chan, et al.","Transcontextual Development ofMotivation in Sport Injury PreventionAmong Elite Athletes","reliability, correlation",533,no,,,,,,533,0,,,1,0,0,0,0,0,0,
@Chang2011a,2011,2012,Sports,Journal of Sport & Exercise Psychology,Chang,"Dose-Response Effect of AcuteResistance Exercise on Tower of Londonin Middle-Aged Adults",one-way ANOVA,17,no,,,,,,17,0,,,0,1,0,0,0,0,0,
@Cheng2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Cheng, et al.","Predictive Validity of a Three-DimensionalModel of Performance Anxiety in theContext of Tae-Kwon-Do","regression, t-test, correlation",99,no,,,,,,99,0,,,1,0,1,0,0,0,0,
@Conroy2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Conroy, et al.","The Dynamic Nature of Physical ActivityIntentions: A Within-Person Perspectiveon Intention-Behavior Coupling","chi-square,",33,no,,,,,,33,0,,,0,0,0,1,0,0,0,
@Englert2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Englert, et al.","Anxiety, Ego Depletion, and Sports Performance","ANOVA, t-test",79,no,,,,,,79,0,,,1,1,0,0,0,0,0,
@Englert2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Englert, et al.","Anxiety, Ego Depletion, and Sports Performance","hierarchicalmultiple regression, ANOVA,",64,no,,,,,,64,0,,,0,1,1,0,0,0,0,
@Finez2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Finez, et al.","Train in Vain: The Role of the Self inClaimed Self-Handicapping Strategies","regression, ANOVA",50,no,,,,,,50,0,,,0,1,1,0,0,0,0,
@Flora2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Flora, et al.","Exercise Identity and AttributionProperties Predict Negative Self-Conscious Emotions for Exercise Relapse",hierarchical multiple regression,224,no,,,,,,224,0,,,0,0,1,0,0,0,0,
@Freeman2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Freeman, et al.","The PASS-Q: The Perceived AvailableSupport in Sport Questionnaire","correlation, chi-square, four factor",180,no,,,,,,180,0,,,1,0,0,1,0,1,0,
@Freeman2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Freeman, et al.","The PASS-Q: The Perceived AvailableSupport in Sport Questionnaire","correlation, four factor",145,no,,,,,,145,0,,,1,0,0,0,0,1,0,
@Hyde2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Hyde, et al.","The Stability of Automatic Evaluationsof Physical Activity and Their RelationsWith Physical Activity","correlation, Multiple regression",164,no,,,,,,164,0,,,1,0,1,0,0,0,0,
@Kavussanu2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Kavussanu, et al.",Moral Identity and Emotion in Athletes,ANOVA,94,no,,,,,,94,0,,,0,1,0,0,0,0,0,
@Kee2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Kee, et al.","Mindfulness, Movement Control,and Attentional Focus Strategies: Effectsof Mindfulness on a Postural Balance Task","independent t tests, Hierarchical regression",35,no,,,,,,35,0,,,1,0,1,0,0,0,0,
@Maltby2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Maltby, et al.","Contextual Effects on the PerceivedHealth Benefits of Exercise: TheExercise Rank Hypothesis","hierarchical multiple regression, reliability",122,no,,,,,,122,0,,,1,0,1,0,0,0,0,
@Maltby2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Maltby, et al.","Contextual Effects on the PerceivedHealth Benefits of Exercise: TheExercise Rank Hypothesis","hierarchical multiple regression, reliability",135,no,,,,,,135,0,,,1,0,1,0,0,0,0,
@Chang2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,Chang et al.,"Effects of Acute Exerciseon Executive Function: A StudyWith a Tower of London Task",ANOVA,42,no,,,,,,42,0,,,0,1,0,0,0,0,0,
@Parry2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Parry, et al.","Optic Flow InfluencesPerceived Exertion During Cycling","samples t tests, Two-way within-subjects ANOVA, two-way within-subjects ANCOVA,",15,no,,,,,,15,0,,,1,1,0,0,0,0,0,
@VandePolP2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Pol, et al.","The Effects of Training and Competitionon Achievement Goals, MotivationalResponses, and Performancein a Golf-Putting Task","ANOVA, Hierarchical regression",57,no,,,,,,57,0,,,0,1,1,0,0,0,0,
@Sapieja2011,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Sapieja, et al.","Perfectionism and Perceptions ofParenting Styles in Male Youth Soccer","correlation, one way MANOVA, independent t tests, cluster analyses",194,no,,,,,,194,0,,,1,1,0,0,0,1,0,
@Smith2011a,2011,2012,Sports,Journal of Sport & Exercise Psychology,"Smith, et al.","Goal Striving, Coping, and Well-Being:A Prospective Investigation of theSelf-Concordance Model in Sport","reliability, correlation",97,no,,,,,,97,0,,,1,0,0,0,0,0,0,
@Williams2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Williams, et al.","Further Validation and Development ofthe Movement Imagery Questionnaire","Correlation, three hierarchicalmultiple regression",400,no,,,,,,400,0,,,1,0,1,0,0,0,0,
@Williams2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Williams, et al.","Further Validation and Development ofthe Movement Imagery Questionnaire",Regression,97,no,,,,,,97,0,,,0,0,1,0,0,0,0,
@Williams2012,2012,2012,Sports,Journal of Sport & Exercise Psychology,"Williams, et al.","Further Validation and Development ofthe Movement Imagery Questionnaire","t-test, CTCU, chi-square",370,no,,,,,,370,0,,,1,0,0,1,0,1,0,
@Pisani2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Anthony R. Pisani, et al.",Associations Between Suicidal High School Students? Help-Seeking and Their Attitudes and Perceptions of Social Environment,"Chi-square, t-test",2737,no,,,,,,2737,0,,,1,0,0,1,0,0,0,
@Maynard2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Brandy R. Maynard, et al.",Who Are Truant Youth? Examining Distinctive Profiles of Truant Youth Using Latent Profile Analysis,"Latent profile analysis, comparing means,",1646,no,,,,,,1646,0,,,1,0,0,0,0,1,0,
@Salas-Wright2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Christopher P. Salas-Wright, et al.","Religiosity Profiles of American Youth in Relation to Substance Use, Violence, and Delinquency",Latent profile analysis,17705,no,,,,,,17705,0,,,0,0,0,0,0,1,0,
@Lam2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Chun Bun Lam, et al.",Sibling Relationships and Empathy Across the Transition to Adolescence,Multilevel modeling,201,no,,,,,,201,0,,,0,0,0,0,0,1,0,
@Nichols2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Emily Bever Nichols, et al.",Incarceration in the Household: Academic Outcomes of Adolescents with an Incarcerated Household Member,"Weighted Chi-square, weighted logistic regression",3338,no,,,,,,3338,0,,,0,0,0,1,1,0,0,
@Chen2012,2012,2012,Developmental,Journal of Youth and Adolescence,Hsing-Jung Chen,"Association of Contextual Factors with Drug Use and Binge Drinking among White, Native American, and Mixed-Race Adolescents in the General Population","F-tests, Wald Chi-square, Logistic Regression, two-sample Z-tests",46675,no,,,,,,46675,0,,,1,1,1,1,1,0,0,
@Leversen2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Ingrid Leversen, et al.",Basic Psychological Need Satisfaction in Leisure Activities and Adolescents? Life Satisfaction,"Pearson Correlations, factor analysis, structural equation modeling, mediation",3273,no,,,,,,3273,0,,,1,0,0,0,0,1,0,
@Kiesner2012,2011,2012,Developmental,Journal of Youth and Adolescence,"Jeff Kiesner, et al.",Developmental Associations Between Adolescent Change in Depressive Symptoms and Menstrual-Cycle-Phase-Specific Negative Affect During Early Adulthood,"correlations, structural equation modeling, multiple regression analyses",47,no,,,,,,47,0,,,1,0,1,0,0,1,0,
@Bissell-Havran2012,2011,2012,Developmental,Journal of Youth and Adolescence,Joanna M. Bissell-Havran,Mothers? Differential Treatment of Adolescent Siblings: Predicting College Attendance of Sisters Versus Brothers,"McNemar's test, multinomial logistic regression, paired t-tests, 4x2 mixed model ANOVA, 2x2 ANOVA",1044,no,,,,,,1044,0,,,1,1,0,0,1,0,0,
@BomanIV2012,2012,2012,Developmental,Journal of Youth and Adolescence,"John H. Boman IV, et al.",Investigating Friendship Quality: An Exploration of Self-Control and Social Control Theories? Friendship Hypotheses,APIM multilevel regression models,2154,no,,,,,,2154,0,,,0,0,1,0,0,0,0,
@Kim-Spoon2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Jungmeen Kim-Spoon, et al.",Parent-Adolescent Relationship Quality as a Moderator for the Influences of Parents? Religiousness on Adolescents? Religiousness and Adjustment,"Two-group structural equation modeling, configural invariance model, equal direct and indirect effect models, multivariate general linear modeling",644,no,,,,,,644,0,,,0,0,0,0,0,1,0,
@Wickrama2012,2012,2012,Developmental,Journal of Youth and Adolescence,"K. A. S. Wickrama, et al.",The Influence of Ethnicity and Adverse Life Experiences During Adolescence on Young Adult Socioeconomic Attainment: The Moderating Role of Education,"multilevel regression, modeling",13450,no,,,,,,13450,0,,,0,0,1,0,0,1,0,
@Caughy2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Margaret O'Brien Caughy, et al.",Social Competence in Late Elementary School: Relationships to Parenting and Neighborhood Context,"correlations, multivariate linear regression",3624,no,,,,,,3624,0,,,1,0,1,0,0,0,0,
@Al-Yagon2012,2012,2012,Developmental,Journal of Youth and Adolescence,Michal Al-Yagon,"Adolescents with Learning Disabilities: Socioemotional and Behavioral Functioning and Attachment Relationships with Fathers, Mothers, and Teachers","MANOVA, structural equation modeling",369,no,,,,,,369,0,,,0,1,0,0,0,1,0,
@Chiu2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Ming Ming Chiu, et al.",Immigrant Students? Emotional and Cognitive Engagement at School: A Multilevel Analysis of Students in 41 countries,"correlation, multilevel analysis, regression",276165,no,,,,,,276165,0,,,1,0,1,0,0,1,0,
@Chien2012,2011,2012,Developmental,Journal of Youth and Adolescence,"Nina C. Chien, et al.",The Younger Siblings of Childbearing Adolescents: Parenting Influences on Their Academic and Social-Emotional Adjustment,"correlations, modeling",243,no,,,,,,243,0,,,1,0,0,0,0,1,0,
@Wang2012,2012,2012,Developmental,Journal of Youth and Adolescence,"Qian Wang, et al.",Antecedents of Chinese Parents? Autonomy Support and Psychological Control: The Interplay Between Parents? Self-Development Socialization Goals and Adolescents? School Performance,"correlations, EFA,  t-tests, hierarchical multiple regression analysis",341,no,,,,,,341,0,,,1,0,1,0,0,1,0,
@Block,2011,2012,Forensics,Law and Human Behavior,"Stephanie D Block, Donna Shestowsky, Daisy A. Segovia, Gail S Goodman, Jennifer M. Schaaf, Kristen Weede Alexander",?That Never Happened?: Adults? Discernment of Children?s True and False Memory Reports,anova,92,no,,,,,,92,0,,,0,1,0,0,0,0,0,
@Boccaccini2011,2011,2012,Forensics,Law and Human Behavior,"Marcus T. Boccaccini, Darrel B. Turner, Daniel C. Murrie, Katrina A. Rufino",Do PCL-R Scores from State or Defense Experts Best Predict Future Misconduct Among Civilly Committed Sex Offenders?,regression and t tests,112,no,,,,,,112,0,,,1,0,1,0,0,0,0,
@Callahan2013,2012,2012,Forensics,Law and Human Behavior,"Lisa Callahan, henry J Steadman and Sheila tillman, Roumen Vesselinov",A Multi-Site Study of the Use of Sanctions and Incentives in Mental Health Courts,t test,349,no,,,,,,349,0,,,1,0,0,0,0,0,0,
@Dysart2012,2011,2012,Forensics,Law and Human Behavior,"Jennifer E. Dysart, Victoria Z. Lawson, and Anna Rainey",Blind Lineup Administration as a Prophylactic Against the Postidentification Feedback Effect,regression,227,no,,,,,,227,0,,,0,0,1,0,0,0,0,
@Eastwood2011,2011,2012,Forensics,Law and Human Behavior,Joseph Eastwood and Brent Snook,The Effect of Listenability Factors on the Comprehension of Police Cautions,anova,160,no,,,,,,160,0,,,0,1,0,0,0,0,0,
@EnoLouden2013,2012,2012,Forensics,Law and Human Behavior,Jennifer Eno Louden Jennifer L. Skeem,How Do Probation Officers Assess and Manage Recidivism and Violence Risk for Probationers With Mental Disorder? An Experimental Investigation,anova,234,no,,,,,,234,0,,,0,1,0,0,0,0,0,
@Gromet2012,2012,2012,Forensics,Law and Human Behavior,"Dena M Gromet, Tyler G. Okimoto, Michael Wenzelm John M. Darley",A Victim-Centered Approach to Justice? Victim Satisfaction Effects on Third-Party Punishments,anova,230,no,,,,,,230,0,,,0,1,0,0,0,0,0,
@Gromet2012,2012,2012,Forensics,Law and Human Behavior,"Dena M Gromet, Tyler G. Okimoto, Michael Wenzelm John M. Darley",A Victim-Centered Approach to Justice? Victim Satisfaction Effects on Third-Party Punishments,anova,717,no,,,,,,717,0,,,0,1,0,0,0,0,0,
@Gromet2012,2012,2012,Forensics,Law and Human Behavior,"Dena M Gromet, Tyler G. Okimoto, Michael Wenzelm John M. Darley",A Victim-Centered Approach to Justice? Victim Satisfaction Effects on Third-Party Punishments,anova,452,no,,,,,,452,0,,,0,1,0,0,0,0,0,
@Kennealy2012,2012,2012,Forensics,Law and Human Behavior,"Patrick J. Kennealy and Jennifer L. skeem, Sarah M. Manchak, Jennifer Eno Louden","Firm, Fair, and Caring Officer-Offender Relationships Protect Against Supervision Failure",regression,109,no,,,,,,109,0,,,0,0,1,0,0,0,0,
@Levenson2012a,2012,2012,Forensics,Law and Human Behavior,"Jill S levenson, Jeffery C Sandler and Naomi J Freeman",Failure-to-register laws andpublic safety: an examination of risk factors and sex offense recidivism,anova,7055,no,,,,,,7055,0,,,0,1,0,0,0,0,0,
@Madon2013,2012,2012,Forensics,Law and Human Behavior,"stephanie madon, yueran yang, laura smalarz, and max guyll, Kyle c Scherr",how facots prsent during thei mmediate interrogation situation produce short-signted confession decisions,anova,118,no,,,,,,118,0,,,0,1,0,0,0,0,0,
@Madon2013,2012,2012,Forensics,Law and Human Behavior,"stephanie madon, yueran yang, laura smalarz, and max guyll, Kyle c Scherr",how facots prsent during thei mmediate interrogation situation produce short-signted confession decisions,anova,177,no,,,,,,177,0,,,0,1,0,0,0,0,0,
@Mansour2012,2012,2012,Forensics,Law and Human Behavior,"Jamal K. Mansour, Jennifer L.  Beaudry, Michelle I bertrand, natalie kalmet, Elisabeht I. Melsom, and Roderick C. L. Lindsay",Impact of disguise on identification decisions and confidence with simultaneous and wequential lineups,anova,98,no,,,,,,98,0,,,0,1,0,0,0,0,0,
@Mansour2012,2012,2012,Forensics,Law and Human Behavior,"Jamal K. Mansour, Jennifer L.  Beaudry, Michelle I bertrand, natalie kalmet, Elisabeht I. Melsom, and Roderick C. L. Lindsay",Impact of disguise on identification decisions and confidence with simultaneous and wequential lineups,anova,102,no,,,,,,102,0,,,0,1,0,0,0,0,0,
@Olver2012,2012,2012,Forensics,Law and Human Behavior,"Mark E Olver, Stephen c. p. wong, keira c. stockdale",Short and Long-Term Prediction of Recidivism Using the Youth Level of Service/Case Management Inventory in a Sample of Serious Young Offenders,regression,167,no,,,,,,167,0,,,0,0,1,0,0,0,0,
@Palmer2012,2012,2012,Forensics,Law and Human Behavior,"Matthew A. Palmer, Neil Brewer, and Nathan Weber",The Information Gained From Witnesses? Responses to an Initial ?Blank? Lineup,anova,200,no,,,,,,200,0,,,0,1,0,0,0,0,0,
@Palmer2012,2012,2012,Forensics,Law and Human Behavior,"Matthew A. Palmer, Neil Brewer, and Nathan Weber",The Information Gained From Witnesses? Responses to an Initial ?Blank? Lineup,modeling,303,no,,,,,,303,0,,,0,0,0,0,0,1,0,
@Peters2013,2012,2012,Forensics,Law and Human Behavior,"Christopher S. Peters and james michael lampinen and l. alvin Malesky, Jr.",A Trap for the Unwary: Jury Decision Making in Cases Involving the Entrapment Defense,"regression, anova",512,no,,,,,,512,0,,,0,1,1,0,0,0,0,
@Quinlivan2011,2011,2012,Forensics,Law and Human Behavior,"Deah S. Quinlivan, Jeffery S. Neuschatz, Amy Bradfield Douglass, Gary L. Wells, Stacy A. Wetmore","The Effect of Post-Identification Feedback, Delay, and Suspicion on Accurate Eyewitnesses",anova,265,no,,,,,,265,0,,,0,1,0,0,0,0,0,
@Reidy2012,2011,2012,Forensics,Law and Human Behavior,"Thomas J. Reidy, Mark D. cunningham, and Jon R. Sorensen",Community Violence to Prison Assault: A Test of the Behavioral Continuity Hypothesis,modeling,23277,no,,,,,,23277,0,,,0,0,0,0,0,1,0,
@Sauerland2012,2011,2012,Forensics,Law and Human Behavior,"melanie sauerland and anna sagana, siegfried l. sporer",Assessing Nonchoosers? Eyewitness Identification Accuracy From Photographic Showups by Using Confidence and Response Times,chi square,384,no,,,,,,384,0,,,0,0,0,1,0,0,0,
@Scurich2012,2012,2012,Forensics,Law and Human Behavior,"Nicholas Scurich, Richard S. John, John Monahan",Innumeracy and Unpacking: Bridging the Nomothetic/Idiographic Divide in Violence Risk Assessment,anova,308,no,,,,,,308,0,,,0,1,0,0,0,0,0,
@Seto2012,2011,2012,Forensics,Law and Human Behavior,"Michael c. Seto, Kelly M. Babchishin, J. Michael Wood, Sheri Flynn",Online Solicitation Offenders Are Different From Child Pornography Offenders and Lower Risk Contact Sexual Offenders,anova,146,no,,,,,,146,0,,,0,1,0,0,0,0,0,
@TenBrinke2012,2011,2012,Forensics,Law and Human Behavior,Leanne ten Brinke and Stephen Porter,Cry Me a River: Identifying the Behavioral Consequences of Extremely High-Stakes Interpersonal Deception,manova,78,no,,,,,,78,0,,,0,1,0,0,0,0,0,
@VanderKnaap2012,2011,2012,Forensics,Law and Human Behavior,"Leontien M van der Knaap, Daphne L. Alberda, Paul Oosterveld, Marise Ph. Born",The Predictive Validity of Criminogenic Needs for Male and Female Offenders: Comparing the Relative Impact of Needs in Predicting Recidivism,t test,16329,no,,,,,,16329,0,,,1,0,0,0,0,0,0,
@Walters2012,2011,2012,Forensics,Law and Human Behavior,glenn d. walters,Psychopathy and Crime: Testing the Incremental Validity of PCL-R-Measured Psychopathy as a Predictor of General and Violent Recidivism,modeling,320,no,,,,,,320,0,,,0,0,0,0,0,1,0,
@Walters2012a,2012,2012,Forensics,Law and Human Behavior,glenn d. walters,"Substance Abuse and Criminal Thinking: Testing the Countervailing, Mediation, and Specificity Hypotheses",regression,2877,no,,,,,,2877,0,,,0,0,1,0,0,0,0,
@Asp2012,2012,2012,Neuro,Neuropsychology,"Asp, Ramchandran, Tranel","Authoritarianism, Religious Fundamentalism,and the Human Prefrontal Cortex","corr, MANOVA, t",36,no,,,,,,36,0,,,1,1,0,0,0,0,0,
@Bate2012,2012,2012,Neuro,Neuropsychology,"Bate, Cook","Covert Recognition Relies on Affective Valence in DevelopmentalProsopagnosia: Evidence From the Skin Conductance Response","t, corr",11,no,,,,,,11,0,,,1,0,0,0,0,0,0,
@Buxbaum,2012,2012,Neuro,Neuropsychology,"Buxbaum, Dawson, Linsley","Reliability and Validity of the Virtual Reality Lateralized Attention Test inAssessing Hemispatial Neglect in Right-Hemisphere Stroke","corr, ANOVA",80,no,,,,,,80,0,,,1,1,0,0,0,0,0,
@Greer2012,2012,2012,Neuro,Neuropsychology,"Greer, Vendemia, Stancil",Neural Correlates of Race-Related Social Evaluations for African Americans and White Americans,"ANOVAS, some MRI picture jazz, correlations",50,no,,,,,,50,0,,,1,1,0,0,0,0,1,
@Janos2012,2012,2012,Neuro,Neuropsychology,"Janos, Grange, Steiner, White","Processing Speed and Executive Abilities in Children WithPhenylketonuria","anova, t-test, regression",209,no,,,,,,209,0,,,1,1,1,0,0,0,0,
@Lane2012,2012,2012,Neuro,Neuropsychology,"Lane, Moore, Batchelor, Brew, Cysique","Facial Emotional Processing in HIV Infection:Relation to Neurocognitive and Neuropsychiatric Status","t-tests, correleations",110,no,,,,,,110,0,,,1,0,0,0,0,0,0,
@Levy-Gigi2012,2012,2012,Neuro,Neuropsychology,"Levy-Gigi, Myers, et al","Individuals With Posttraumatic Stress Disorder Show a Selective Deficit inGeneralization of Associative Learning",ANOVAs t-test,113,no,,,,,,113,0,,,1,1,0,0,0,0,0,
@Libon2012,2012,2012,Neuro,Neuropsychology,"Libon, McMillan, etc",Deficits in Concept Formation in Amyotrophic Lateral Sclerosis,regression,41,no,,,,,,41,0,,,0,0,1,0,0,0,0,
@Mace2012,2012,2012,Neuro,Neuropsychology,"Mace, Ergis, Caza","The Effect of Response Modality on Immediate Serial Recall in Dementiaof the Alzheimer Type",ANOVAs t-test chi square,40,no,,,,,,40,0,,,0,1,0,1,0,0,0,
